Name,Year,Genre,Publisher,EU_Sales,Global_Sales
Warhawk,2007,Simulation,Sony Computer Entertainment,0.39,1.06
Apollo Justice: Ace Attorney,2007,Adventure,Capcom,0.06,1.06
Assassin's Creed: Rogue,2014,Action,Ubisoft,0.38,1.05
Cosmic Ark,1981,Shooter,Imagic,0.05,1.05
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,2006,Shooter,Sony Computer Entertainment,0.11,1.05
Skylanders: Trap Team,2014,Action,Activision,0.54,1.05
Aliens vs Predator,2010,Shooter,Sega,0.47,1.05
Defender,1980,Misc,Atari,0.05,1.05
Dance on Broadway,2010,Misc,Ubisoft,0.66,1.05
Adventure Island,1986,Platform,Hudson Soft,0,1.05
Arc the Lad II,1996,Role-Playing,Sony Computer Entertainment,0,1.05
Tag Team Match M.U.S.C.L.E.,1985,Fighting,Namco Bandai Games,0,1.05
Derby Stallion 96,1996,Sports,ASCII Entertainment,0,1.05
UFC Undisputed 3,2012,Action,THQ,0.34,1.05
NBA 2K3,2002,Sports,Sega,0.4,1.05
Dragon Ball: XenoVerse,2015,Fighting,Namco Bandai Games,0.48,1.05
The Simpsons: Road Rage,2001,Racing,Electronic Arts,0.26,1.05
Dave Mirra Freestyle BMX,2000,Sports,Acclaim Entertainment,0.11,1.05
Imagine: Animal Doctor,2007,Simulation,Ubisoft,0.49,1.05
WWE SmackDown vs. Raw 2010,2009,Fighting,THQ,0.38,1.05
Forza Motorsport,2005,Racing,Microsoft Game Studios,0.51,1.05
Sonic the Hedgehog,2006,Platform,Sega,0.49,1.05
MySims Agents,2009,Adventure,Electronic Arts,0.32,1.05
Monster Rancher 2,1998,Simulation,Sony Computer Entertainment,0.13,1.05
Pokemon Conquest,2012,Role-Playing,Nintendo,0.06,1.05
The Simpsons Game,2007,Action,Electronic Arts,0.4,1.05
Guinness World Records: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,0.47,1.04
MVP Baseball 2003,2003,Sports,Electronic Arts,0.4,1.04
Legacy of Kain: Soul Reaver,N/A,Action,Eidos Interactive,0.4,1.04
Dragon Ball Z: Budokai Tenkaichi 3,2007,Fighting,Atari,0.37,1.04
Disney Tangled,2010,Action,Disney Interactive Studios,0.37,1.04
Tales of Destiny,1997,Role-Playing,Namco Bandai Games,0.06,1.04
ATV: Quad Power Racing,2000,Racing,Acclaim Entertainment,0.39,1.04
Disney Fairies: Tinker Bell and the Lost Treasure,2009,Adventure,Disney Interactive Studios,0.35,1.04
Mega Man X4,1996,Action,Virgin Interactive,0.3,1.04
Naruto: Clash of Ninja 2,2003,Fighting,Nintendo,0.12,1.04
Dance Dance Revolution SuperNOVA,2006,Simulation,Konami Digital Entertainment,0.03,1.04
Brink,2011,Shooter,Bethesda Softworks,0.35,1.04
F-Zero: Maximum Velocity,2001,Racing,Nintendo,0.16,1.04
Bomberman 64,1997,Puzzle,Hudson Soft,0.2,1.04
Jeremy McGrath Supercross 98,1998,Racing,Acclaim Entertainment,0.1,1.04
LEGO Indiana Jones 2: The Adventure Continues,2009,Action,Activision,0.33,1.04
Project CARS,2015,Racing,Slightly Mad Studios,0.69,1.04
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.46,1.04
Kirby: Mass Attack,2011,Platform,Nintendo,0.06,1.04
LEGO Marvel Super Heroes,2013,Action,Warner Bros. Interactive Entertainment,0.34,1.04
ZhuZhu Pets,2010,Simulation,Activision,0.27,1.04
Tom Clancy's Ghost Recon Advanced Warfighter 2,2007,Shooter,Ubisoft,0.48,1.04
MotorStorm: Arctic Edge,2009,Racing,Sony Computer Entertainment,0.58,1.04
WipEout Pure,2005,Racing,Sony Computer Entertainment,0.34,1.04
EA Sports UFC,2014,Sports,Electronic Arts,0.4,1.04
MX vs. ATV Unleashed,2005,Racing,THQ,0.03,1.03
Sonic Unleashed,2008,Platform,Sega,0.33,1.03
Tiger Woods PGA Tour 08,2007,Sports,Electronic Arts,0.02,1.03
Rayman Origins,2011,Platform,Ubisoft,0.51,1.03
Epic Mickey 2: The Power of Two,2012,Action,Disney Interactive Studios,0.23,1.03
NCAA March Madness 2004,2003,Sports,Electronic Arts,0.39,1.03
Donkey Kong Land III,N/A,Platform,Nintendo,0.31,1.03
Bomberman,1985,Puzzle,Hudson Soft,0,1.03
The Simpsons Game,2007,Action,Electronic Arts,0.47,1.03
Tomb Raider,1996,Action,Eidos Interactive,0.07,1.03
Rock Band 2,2008,Misc,MTV Games,0.01,1.03
Street Fighter Alpha 3,1998,Fighting,Virgin Interactive,0.12,1.03
Bulletstorm,2011,Shooter,Electronic Arts,0.32,1.02
FIFA Soccer 08,2007,Sports,Electronic Arts,0.59,1.02
Naruto: Clash of Ninja Revolution,2007,Fighting,Tomy Corporation,0.46,1.02
Tom Clancy's Ghost Recon Advanced Warfighter 2,2007,Shooter,Ubisoft,0.05,1.02
ZombiU,2012,Action,Ubisoft,0.36,1.02
Shrek 2,2004,Platform,Activision,0.26,1.02
Petz: Catz 2,2007,Simulation,Ubisoft,0.4,1.02
Tales of Graces f,2010,Role-Playing,Namco Bandai Games,0.21,1.02
Final Fight 2,1993,Action,Capcom,0.12,1.02
Wall-E,2008,Platform,THQ,0.4,1.02
The Lost World: Jurassic Park,1997,Action,Electronic Arts,0.39,1.02
Ace Combat 6: Fires of Liberation,2007,Simulation,Atari,0.04,1.02
Madden NFL 07,2006,Sports,Electronic Arts,0.03,1.02
Disney Infinity 2.0: Marvel Super Heroes,2014,Action,Disney Interactive Studios,0.4,1.02
Harry Potter and the Prisoner of Azkaban,2004,Action,Electronic Arts,0.39,1.02
Pong: The Next Level,1998,Puzzle,Hasbro Interactive,0.38,1.01
Bayonetta 2,2014,Action,Nintendo,0.28,1.01
Prince of Persia,2008,Action,Ubisoft,0.35,1.01
God of War: Ghost of Sparta,2010,Action,Sony Computer Entertainment,0.36,1.01
Sonic Generations,2011,Platform,Sega,0.46,1.01
Ninja Gaiden II,2008,Action,Tecmo Koei,0.22,1.01
NBA Jam Tournament Edition,1995,Sports,Acclaim Entertainment,0.12,1.01
Championship Manager 3,2003,Sports,Eidos Interactive,0.93,1.01
Guitar Hero: Warriors of Rock,2010,Misc,Activision,0.44,1.01
Oshare Majo Love and Berry: DS Collection,2006,Misc,Sega,0,1.01
Monster Rancher,1997,Simulation,Tecmo Koei,0.08,1.01
The LEGO Movie Videogame,2014,Action,Warner Bros. Interactive Entertainment,0.48,1.01
DiRT 2,2009,Racing,Codemasters,0.53,1.01
Rayman Legends,2014,Platform,Ubisoft,0.61,1.01
NERF N-Strike Elite,2009,Shooter,Electronic Arts,0,1
Ford Racing 2,2003,Racing,Empire Interactive,0.38,1
Breath of Fire III,1997,Role-Playing,Capcom,0.19,1
PES 2009: Pro Evolution Soccer,2008,Sports,Konami Digital Entertainment,0.76,1
Dead or Alive 2,2000,Fighting,Tecmo Koei,0.24,1
1942,1985,Shooter,Capcom,0.14,1
Excitebike 64,2000,Racing,Nintendo,0.15,1
NES Open Tournament Golf,1991,Sports,Nintendo,0.1,1
Game & Watch Gallery,1997,Misc,Nintendo,0.25,1
Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,2004,Misc,Sammy Corporation,0,1
SoulCalibur II,2003,Fighting,Namco Bandai Games,0.18,1
Haze,2008,Shooter,Ubisoft,0.33,1
UFC Undisputed 3,2012,Action,THQ,0.21,1
Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),2006,Sports,Konami Digital Entertainment,0.9,1
Road & Track Presents: The Need for Speed,1995,Racing,Electronic Arts,0.38,1
NFL GameDay 2001,2000,Sports,Sony Computer Entertainment,0.38,1
Killzone: Mercenary,2013,Shooter,Sony Computer Entertainment Europe,0.49,1
NBA Live 97,1996,Sports,Electronic Arts,0.38,1
Dynasty Warriors 3: Xtreme Legends,2002,Action,Tecmo Koei,0.1,1
Zoo Tycoon DS,2005,Strategy,THQ,0.04,1
Rocksmith 2014,2013,Misc,Ubisoft,0.27,1
Dead Space 3,2013,Action,Electronic Arts,0.38,1
Wheel of Fortune,2010,Misc,THQ,0.04,1
Disney Infinity,2013,Action,Disney Interactive Studios,0.35,1
Dark Souls,2011,Role-Playing,Namco Bandai Games,0.28,1
Puzzler Collection,2008,Puzzle,Ubisoft,0.78,1
Jampack Winter 2000,2000,Misc,Sony Computer Entertainment,0.38,1
Dead Space 3,2013,Action,Electronic Arts,0.28,0.99
Phoenix Wright: Ace Attorney,2005,Adventure,Capcom,0.07,0.99
NFL Fever 2002,2000,Sports,Microsoft Game Studios,0.21,0.99
The Simpsons: Hit & Run,2003,Racing,Vivendi Games,0.2,0.99
Littlest Pet Shop: Winter,2008,Simulation,Electronic Arts,0.31,0.99
LEGO Harry Potter: Years 5-7,N/A,Action,Warner Bros. Interactive Entertainment,0.39,0.99
Tom Clancy's Splinter Cell: Blacklist,2013,Action,Ubisoft,0.34,0.99
Ace Combat X: Skies of Deception,2006,Simulation,Namco Bandai Games,0.31,0.99
NCAA Football 12,2011,Sports,Electronic Arts,0,0.99
LEGO Pirates of the Caribbean: The Video Game,2011,Action,Disney Interactive Studios,0.46,0.99
Band Hero,2009,Misc,Activision,0.3,0.99
Cars: Race-O-Rama,2009,Racing,THQ,0.3,0.99
Oddworld: Abe's Exoddus,1998,Platform,GT Interactive,0.38,0.99
EyePet,2009,Simulation,Sony Computer Entertainment,0.52,0.99
Scooby-Doo! First Frights,2009,Action,Warner Bros. Interactive Entertainment,0.05,0.99
Midnight Club: LA Remix,2008,Racing,Take-Two Interactive,0.28,0.99
The Bouncer,2000,Action,Sony Computer Entertainment,0.23,0.99
Guitar Hero: Aerosmith,2008,Misc,Activision,0.15,0.99
WWE SmackDown vs Raw 2008,2007,Fighting,THQ,0.5,0.99
FIFA Soccer 10,2009,Sports,Electronic Arts,0.65,0.99
Shadow The Hedgehog,2005,Platform,Sega,0.2,0.99
Farming Simulator 2013,2012,Simulation,Focus Home Interactive,0.8,0.99
Fallout 3,2008,Role-Playing,Bethesda Softworks,0.88,0.99
Cars,2006,Racing,THQ,0.05,0.98
Pro Evolution Soccer 2008,2008,Sports,Konami Digital Entertainment,0.53,0.98
Far Cry 3,2012,Shooter,Ubisoft,0.62,0.98
Xenoblade Chronicles,2010,Role-Playing,Nintendo,0.26,0.98
Just Dance 2014,2013,Misc,Ubisoft,0.19,0.98
Mario Party Advance,2005,Misc,Nintendo,0.19,0.98
Sonic & Sega All-Stars Racing,2010,Racing,Sega,0.46,0.98
Tetris 2,1993,Puzzle,Nintendo,0.13,0.98
NASCAR 99,1998,Racing,Electronic Arts,0.04,0.98
Air-Sea Battle,N/A,Shooter,Atari,0.06,0.98
Suikoden III,N/A,Role-Playing,Unknown,0.23,0.98
Kingdom Hearts Re:coded,2010,Role-Playing,Square Enix,0.1,0.98
South Park: The Stick of Truth,2014,Role-Playing,Ubisoft,0.38,0.98
Driver: San Francisco,2011,Racing,Ubisoft,0.54,0.98
Sniper Elite V2,2012,Shooter,505 Games,0.39,0.98
Far Cry 4,2014,Shooter,Ubisoft,0.44,0.98
Grand Theft Auto: San Andreas,2005,Action,Take-Two Interactive,0.92,0.98
Tom Clancy's Splinter Cell: Blacklist,2013,Action,Ubisoft,0.41,0.98
Pro Evolution Soccer 2014,2013,Action,Konami Digital Entertainment,0.43,0.98
Madden NFL 16,2015,Sports,Electronic Arts,0.05,0.98
Madden NFL 10,2009,Sports,Electronic Arts,0,0.98
Brutal Legend,2009,Action,Electronic Arts,0.27,0.98
Tamagotchi Connection: Corner Shop 2,2006,Simulation,Namco Bandai Games,0.02,0.98
Final Fantasy Type-0,2015,Role-Playing,Square Enix,0.32,0.97
Madden NFL 08,2007,Sports,Electronic Arts,0.01,0.97
de Blob,2008,Platform,THQ,0.37,0.97
NCAA Football 06,2005,Sports,Electronic Arts,0.21,0.97
Mass Effect 3,2012,Role-Playing,Electronic Arts,0.44,0.97
NBA 2K10,2009,Sports,Take-Two Interactive,0.02,0.97
Fire Emblem,2003,Strategy,Nintendo,0.18,0.97
Yakuza 4,N/A,Action,Sega,0.14,0.97
Skylanders: Spyro's Adventure,2011,Action,Activision,0.35,0.97
Club Penguin: Game Day!,2010,Sports,Disney Interactive Studios,0.33,0.97
NHL 2004,2003,Sports,Electronic Arts,0.37,0.97
Grand Theft Auto: Vice City Stories,2007,Action,Take-Two Interactive,0.03,0.97
NBA 2K16,2015,Sports,Take-Two Interactive,0.1,0.97
FIFA Soccer 2005,2004,Sports,Electronic Arts,0.6,0.97
LEGO The Lord of the Rings,2012,Action,Warner Bros. Interactive Entertainment,0.37,0.97
Romancing SaGa,1992,Role-Playing,SquareSoft,0,0.97
Donkey Kong Junior,1981,Platform,Atari,0.05,0.97
LEGO Star Wars II: The Original Trilogy,2006,Action,LucasArts,0.19,0.97
LEGO Harry Potter: Years 5-7,N/A,Action,Warner Bros. Interactive Entertainment,0.45,0.97
Final Fantasy X / X-2 HD Remaster,2013,Role-Playing,Square Enix,0.31,0.97
Medal of Honor: Underground,2000,Shooter,Electronic Arts,0.37,0.97
The Sims 2,2005,Simulation,Electronic Arts,0.07,0.96
Dark Cloud 2,2002,Role-Playing,Sony Computer Entertainment,0.25,0.96
Jampack Summer '99,1999,Misc,Sony Computer Entertainment,0.36,0.96
PlayStation All-Stars Battle Royale,2012,Action,Sony Computer Entertainment,0.28,0.96
Dance Dance Revolution 2nd ReMIX,1999,Simulation,Konami Digital Entertainment,0,0.96
Monster High: Ghoul Spirit,2011,Misc,THQ,0.17,0.96
Dragon Quest X,2012,Role-Playing,Square Enix,0,0.96
LEGO Pirates of the Caribbean: The Video Game,2011,Action,Disney Interactive Studios,0.49,0.96
Gangs of London,2006,Adventure,Sony Computer Entertainment,0.44,0.96
Mortal Kombat Trilogy,1996,Fighting,GT Interactive,0.22,0.96
Star Soldier,1986,Shooter,Hudson Soft,0.06,0.96
Sonic Unleashed,2008,Platform,Sega,0.33,0.96
Lost Planet 2,2010,Shooter,Capcom,0.34,0.96
NHL 2001,2000,Sports,Electronic Arts,0.37,0.96
Dragon Quest Monsters: Terry's Wonderland 3D,2012,Role-Playing,Square Enix,0,0.96
My Weight Loss Coach,2008,Sports,Ubisoft,0.54,0.96
Tom Clancy's Ghost Recon: Future Soldier,2012,Shooter,Ubisoft,0.33,0.96
Mega Man Star Force Dragon / Leo / Pegasus,2006,Action,Capcom,0,0.96
Shinobi,2002,Platform,Sony Computer Entertainment,0.28,0.96
Mortal Kombat: Deadly Alliance,2002,Fighting,Midway Games,0.15,0.96
The Witcher 2: Assassins of Kings,2011,Action,Namco Bandai Games,0.56,0.96
PilotWings Resort,2011,Simulation,Nintendo,0.36,0.96
Naruto Shippuden: Ultimate Ninja Storm 3,2013,Fighting,Namco Bandai Games,0.33,0.96
LEGO Jurassic World,2015,Action,Warner Bros. Interactive Entertainment,0.4,0.95
ESPN NBA 2K5,2004,Sports,Global Star,0.04,0.95
Wheel of Fortune,N/A,Misc,Unknown,0.36,0.95
World Championship Poker,2004,Misc,Play It,0.03,0.95
Tom Clancy's Splinter Cell: Chaos Theory,2005,Action,Ubisoft,0.45,0.95
SpongeBob SquarePants: Battle for Bikini Bottom,2003,Platform,THQ,0.19,0.95
South Park: The Stick of Truth,2014,Role-Playing,Ubisoft,0.3,0.95
Ben 10: Alien Force,2008,Action,Koch Media,0.22,0.95
SingStar Abba,2008,Misc,Sony Computer Entertainment,0.51,0.95
Cars 2,2011,Racing,Disney Interactive Studios,0.39,0.95
Wild ARMs,1996,Role-Playing,Sony Computer Entertainment,0.17,0.95
Kessen,2000,Strategy,Electronic Arts,0.21,0.95
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,2003,Misc,Konami Digital Entertainment,0.25,0.95
NCAA Football 2000,1999,Sports,Electronic Arts,0.36,0.95
Brutal Legend,2009,Action,Electronic Arts,0.28,0.95
Skylanders: Spyro's Adventure,2011,Action,Activision,0.4,0.95
Guitar Hero: Metallica,2009,Misc,Activision,0.43,0.95
Evolve,2015,Shooter,Take-Two Interactive,0.41,0.95
WWE SmackDown vs. Raw 2009,2008,Fighting,THQ,0.31,0.95
Army of Two: The 40th Day,2010,Shooter,Electronic Arts,0.24,0.95
Tony Hawk: RIDE,2009,Sports,Activision,0.17,0.95
Lego Batman 3: Beyond Gotham,2014,Action,Warner Bros. Interactive Entertainment,0.38,0.95
Wii Play: Motion,2011,Misc,Nintendo,0.43,0.95
Killzone,2004,Shooter,Sony Computer Entertainment,0.03,0.94
The Tomb Raider Trilogy,2011,Action,Square Enix,0.5,0.94
Colin McRae Rally 04,2003,Racing,Codemasters,0.71,0.94
Star Fox 64 3D,2011,Shooter,Nintendo,0.27,0.94
The SpongeBob SquarePants Movie,2004,Platform,THQ,0.19,0.94
Rocksmith 2014,2013,Misc,Ubisoft,0.17,0.94
Midway Presents Arcade's Greatest Hits: The Atari Collection 1,1996,Misc,GT Interactive,0.36,0.94
Cars,2006,Racing,THQ,0.04,0.94
Assassin's Creed III,2012,Action,Ubisoft,0.53,0.94
Castlevania: Lament of Innocence,2003,Action,Konami Digital Entertainment,0.36,0.94
Mario Tennis Open,2012,Sports,Nintendo,0.29,0.94
The Witcher 2: Assassins of Kings,2012,Action,Namco Bandai Games,0.36,0.94
Bayonetta,2009,Action,Sega,0.26,0.94
Destroy All Humans!,2005,Shooter,THQ,0.03,0.94
MVP Baseball 2005,2005,Sports,Electronic Arts,0.2,0.94
SaGa Frontier 2,1999,Role-Playing,SquareSoft,0.07,0.94
NCAA Football 10,2009,Sports,Electronic Arts,0,0.94
MLB 2000,1999,Sports,Sony Computer Entertainment,0.35,0.94
The Legend of Zelda: Twilight Princess HD,2016,Action,Nintendo,0.3,0.94
Bully,2006,Action,Take-Two Interactive,0.03,0.94
Prince of Persia: The Sands of Time,2003,Action,Ubisoft,0.33,0.94
Phantasy Star Portable,2008,Role-Playing,Sega,0.06,0.94
Hot Shots Golf Fore!,2003,Sports,Sony Computer Entertainment,0.36,0.94
MLB 06: The Show,2006,Sports,Sony Computer Entertainment,0.03,0.94
NHL 2003,2002,Sports,Electronic Arts,0.36,0.93
Operation Flashpoint: Dragon Rising,2009,Shooter,Codemasters,0.45,0.93
Nickelodeon Fit,2010,Sports,Take-Two Interactive,0.09,0.93
Buzz! Quiz World,2009,Misc,Sony Computer Entertainment,0.58,0.93
Bentley's Hackpack,2005,Misc,N/A,0.25,0.93
Tony Hawk's Pro Skater 4,2002,Sports,Activision,0.3,0.93
Borderlands 2,2012,Shooter,Take-Two Interactive,0.41,0.93
EA Sports Grand Slam Tennis,2009,Sports,Electronic Arts,0.52,0.93
White Knight Chronicles: International Edition,2008,Role-Playing,Sony Computer Entertainment,0.16,0.93
SSX,2012,Sports,Electronic Arts,0.42,0.93
Sonic Riders: Zero Gravity,2008,Racing,Sega,0.32,0.93
LEGO Jurassic World,2015,Action,Warner Bros. Interactive Entertainment,0.44,0.93
Build-A-Bear Workshop,2007,Simulation,Game Factory,0.01,0.93
Crash City Mayhem,2004,Racing,THQ,0.25,0.93
Spider-Man,1981,Action,Parker Bros.,0.05,0.93
Mega Man 4,1991,Platform,Capcom,0.09,0.93
Castlevania II: Simon's Quest,1987,Platform,Konami Digital Entertainment,0.06,0.93
Toy Story 2: Buzz Lightyear to the Rescue!,1999,Platform,Activision,0.2,0.93
Teenage Mutant Ninja Turtles,2003,Action,Unknown,0.25,0.93
MLB 07: The Show,2007,Sports,Sony Computer Entertainment,0.03,0.93
Skylanders: Trap Team,2014,Action,Activision,0.31,0.93
Cars,2006,Racing,THQ,0.19,0.93
Brothers in Arms: Hell's Highway,2008,Shooter,Ubisoft,0.34,0.93
Inazuma Eleven 3,2010,Role-Playing,Level 5,0,0.93
Pokken Tournament,2016,Fighting,Namco Bandai Games,0.22,0.93
SnoCross Championship Racing,1999,Racing,Ubisoft,0.35,0.93
Teenage Mutant Ninja Turtles,2003,Action,Konami Digital Entertainment,0.35,0.92
Top Gun: Combat Zones,2001,Simulation,Titus,0.35,0.92
Blue Dragon,2006,Role-Playing,Microsoft Game Studios,0.33,0.92
007: The World is not Enough,2000,Action,Electronic Arts,0.35,0.92
NCAA Football 11,2010,Sports,Electronic Arts,0,0.92
NHL 98,1997,Sports,Electronic Arts,0.35,0.92
FIFA Street,2012,Sports,Electronic Arts,0.65,0.92
EA Sports Active 2,2010,Sports,Electronic Arts,0.28,0.92
SpongeBob SquarePants: The Yellow Avenger,2006,Action,THQ,0.21,0.92
WWE SmackDown vs. Raw 2009,2008,Fighting,THQ,0.26,0.92
Dante's Inferno,2010,Action,Electronic Arts,0.2,0.92
Wipeout: In The Zone,2011,Misc,Activision,0,0.92
Space Jam,1996,Sports,Acclaim Entertainment,0.35,0.92
Kung Fu Panda,2008,Action,Activision,0.32,0.92
Knockout Kings 2000,1999,Fighting,Electronic Arts,0.27,0.92
Balloon Fight,1985,Platform,Nintendo,0.09,0.92
Assassin's Creed,2008,Adventure,Ubisoft,0.83,0.92
Disney Magical World,2013,Adventure,Nintendo,0.2,0.92
Crysis 3,2013,Shooter,Electronic Arts,0.33,0.92
Lego Batman 3: Beyond Gotham,2014,Action,Warner Bros. Interactive Entertainment,0.39,0.92
Dynasty Warriors 7,2011,Action,Tecmo Koei,0.14,0.92
The Evil Within,2014,Action,Bethesda Softworks,0.39,0.92
MLB 12: The Show,2012,Sports,Sony Computer Entertainment,0,0.92
Sonic Riders,2006,Racing,Sega,0.18,0.92
Starsky & Hutch,2003,Racing,Empire Interactive,0.35,0.92
Tobal No.1,1996,Fighting,Sony Computer Entertainment,0.08,0.92
Lost Odyssey,2007,Role-Playing,Microsoft Game Studios,0.27,0.92
MLB 15: The Show,2015,Sports,Sony Computer Entertainment,0.08,0.92
Operation Flashpoint: Dragon Rising,2009,Shooter,Codemasters,0.46,0.92
Homefront,2011,Shooter,THQ,0.4,0.91
AMF Bowling Pinbusters!,2007,Sports,Bethesda Softworks,0,0.91
Street Hoops,2002,Sports,Activision,0.35,0.91
Avatar: The Game,2009,Action,Ubisoft,0.43,0.91
Harvest Moon 3D: A New Beginning,2012,Action,Marvelous Entertainment,0.17,0.91
Tom Clancy's EndWar,2008,Strategy,Ubisoft,0.24,0.91
Knockout Kings 2002,2002,Sports,Electronic Arts,0.35,0.91
Tokyo Xtreme Racer 3,2003,Racing,Genki,0.27,0.91
LEGO Indiana Jones 2: The Adventure Continues,2009,Action,Activision,0.3,0.91
Colin McRae Rally 2.0,2000,Racing,Codemasters,0.8,0.91
Glover,1998,Platform,Hasbro Interactive,0.17,0.91
MX vs. ATV Reflex,2009,Racing,THQ,0.26,0.91
Minecraft: Story Mode,2015,Adventure,Mojang,0.38,0.91
Namco Museum,N/A,Misc,Unknown,0.11,0.91
Marvel: Ultimate Alliance 2,2009,Role-Playing,Activision,0.15,0.91
Call of Duty: World at War,2008,Shooter,Activision,0.26,0.91
Super Momotarou Dentetsu III,1994,Simulation,Hudson Soft,0,0.91
Sonic Mega Collection Plus,2004,Misc,Sega,0.26,0.91
DJ Hero,2009,Misc,Activision,0.34,0.91
Dragon Age: Inquisition,2014,Role-Playing,Electronic Arts,0.28,0.91
The Simpsons Game,2007,Action,Electronic Arts,0.37,0.91
Tiger Woods PGA Tour 2002,2002,Sports,Electronic Arts,0.35,0.9
Rhythm Heaven,N/A,Misc,Unknown,0,0.9
Mini-Yonku Shining Scorpion: Let's & Go!!,1996,Racing,ASCII Entertainment,0,0.9
MLB 2005,2004,Sports,Sony Computer Entertainment,0.35,0.9
SOCOM 4: U.S. Navy SEALs,2011,Shooter,Sony Computer Entertainment,0.12,0.9
Burnout Revenge,2005,Racing,Electronic Arts,0.03,0.9
Buzz! Quiz TV,2008,Misc,Sony Computer Entertainment,0.48,0.9
We Ski & Snowboard,2008,Sports,Atari,0.29,0.9
Destruction Derby,1995,Racing,Psygnosis,0.34,0.9
TouchMaster 2,2008,Puzzle,Midway Games,0.49,0.9
Crysis 3,2013,Shooter,Electronic Arts,0.43,0.9
3Xtreme,1999,Action,989 Studios,0.34,0.9
Hot Shots Tennis,2006,Sports,Sony Computer Entertainment,0.13,0.9
Sonic Heroes,2003,Platform,Sega,0.43,0.9
Resistance: Retribution,2009,Shooter,Sony Computer Entertainment,0.36,0.9
Tiger Woods PGA Tour 12: The Masters,2011,Sports,Electronic Arts,0.26,0.9
Star Wars: The Force Unleashed,2008,Action,LucasArts,0.29,0.9
Madden NFL 99,1998,Sports,Electronic Arts,0.05,0.9
Spider-Man 3,2007,Platform,Activision,0.03,0.9
James Bond 007: Agent Under Fire,2002,Shooter,Electronic Arts,0.22,0.9
Samba De Amigo,2008,Misc,Sega,0.37,0.9
The Elder Scrolls Online,2014,Role-Playing,Bethesda Softworks,0.48,0.9
Pure,2008,Racing,Disney Interactive Studios,0.33,0.9
FIFA Soccer 09 All-Play,2008,Sports,Electronic Arts,0.52,0.9
Fossil Fighters,2008,Role-Playing,Nintendo,0,0.9
LittleBigPlanet Karting,2012,Action,Sony Computer Entertainment,0.32,0.9
X-Men Legends,2004,Role-Playing,Activision,0.24,0.9
NBA Live 2005,2004,Sports,Electronic Arts,0.05,0.9
Harry Potter: Quidditch World Cup,2003,Sports,Electronic Arts,0.34,0.9
The Biggest Loser: Ultimate Workout,2010,Sports,THQ,0.1,0.9
Madagascar,2005,Platform,Activision,0.24,0.89
Call of Juarez: Bound in Blood,2009,Shooter,Ubisoft,0.38,0.89
Killzone: Liberation,2006,Shooter,Sony Computer Entertainment,0.28,0.89
Madden NFL 08,2007,Sports,Electronic Arts,0.01,0.89
Blitz: The League,2005,Sports,Unknown,0.03,0.89
LEGO Jurassic World,2015,Action,Warner Bros. Interactive Entertainment,0.42,0.89
Castlevania: Circle of the Moon,2001,Platform,Konami Digital Entertainment,0.22,0.89
Sonic Chronicles: The Dark Brotherhood,2008,Role-Playing,Sega,0.29,0.89
Tiger Woods PGA Tour 06,2005,Sports,Electronic Arts,0.03,0.89
Classic NES Series: The Legend of Zelda,2004,Adventure,Nintendo,0.17,0.89
The Jak and Daxter Collection,2012,Platform,Sony Computer Entertainment,0.19,0.89
Fire Emblem: The Sacred Stones,2004,Strategy,Nintendo,0.16,0.89
Pokemon Card GB2: Here Comes Team GR!,2001,Strategy,Nintendo,0,0.89
Finding Nemo,2003,Action,THQ,0.18,0.89
CSI: Hard Evidence,2008,Adventure,Ubisoft,0.43,0.89
Ace Combat 2,1997,Simulation,Sony Computer Entertainment,0.11,0.89
F1 2009,2009,Racing,Codemasters,0.63,0.89
NFL 2K2,2001,Sports,Sega,0.34,0.89
EA Sports UFC 2,2016,Sports,Electronic Arts,0.47,0.89
Dissidia 012: Duodecim Final Fantasy,2011,Fighting,Square Enix,0.13,0.89
LEGO Marvel Super Heroes,2013,Action,Warner Bros. Interactive Entertainment,0.36,0.89
F1 2010,2010,Racing,Codemasters,0.59,0.89
Monster 4X4: World Circuit,2006,Racing,Ubisoft,0,0.89
Call of Duty: Modern Warfare 2,2009,Shooter,Activision,0.79,0.89
Wii Fit U,2013,Sports,Nintendo,0.24,0.89
Kingdoms of Amalur: Reckoning,2012,Role-Playing,Electronic Arts,0.25,0.89
Call of Duty: Modern Warfare 3,2011,Shooter,Activision,0.21,0.89
MLB 2001,2000,Sports,Sony Computer Entertainment,0.34,0.89
SingStar Anthems,2006,Misc,Sony Computer Entertainment,0.68,0.89
Seiken Densetsu 3,1995,Role-Playing,SquareSoft,0,0.89
Mega Man 8 Anniversary Collector's Edition,1996,Platform,Capcom,0.3,0.88
WWE SmackDown vs. Raw 2011,2010,Fighting,THQ,0.36,0.88
Sleeping Dogs,2012,Action,Square Enix,0.41,0.88
Grand Theft Auto IV,2008,Action,Take-Two Interactive,0.79,0.88
Peppa Pig: The Game,2008,Misc,Pinnacle,0.82,0.88
